RA|APP|A1306972||4831423|AM||I|P|03/24/2025|03/24/2025||||03/24/2025|C||Henry||Byrne||FCC Contact|Y|7600 Wayfarer Dr|Colorado Springs|CO|08041|80925|18.3|1763.6|19.8|1783.4|LTOWER|02/25/2025|2025-ANM-472-OE||1|NONE|1||||03/24/2025||||||
RA|APP|A1310309||4831429|AM||I|P|03/24/2025|03/24/2025||||03/24/2025|C||Delana||Gilmore||Senior Project Manager|Y|17427 Live Oak Street|Hesperia|CA|06071|92345|22.9|950.3|24.1|974.4|POLE||||||7||||03/24/2025||||||
RA|APP|A1309959||4831435|AM||I|P|03/24/2025|03/24/2025||||03/24/2025|C||Matthew||Bonfante||Regulatory Compliance Specialist|Y|1252 MeadowView Dr (jh)AR-5212|RUSSELVILLE|AR|05115|72801|38.1|115.0|39.6|154.6|MTOWER|05/15/2024|2024-ASW-4362-OE||1|NONE|1||||03/24/2025||||||
RA|APP|A1309962|1213909|4831446|WD|AU|I|W|03/24/2025|03/24/2025|03/24/2025|06/15/2000||03/24/2025|A||Edward|G|Roach||VP|Y|2501 STATE HWY 253 (AL04759-A)|WINFIELD|AL|01093|35594|92.0|178.9|93.6|272.5|GTOWER|02/14/2025|2024-ASO-22464-OE||1|CONTINUE AS IS|5|||N|03/24/2025||||||
RA|APP|A1310638||4831461|NE||I|P|03/24/2025|03/24/2025||||03/24/2025|C||David|L|Ginter||Manager|Y|Near 1755 Mount Vernon Road|Newark|OH|39089|43055|59.4|271.9|60.7|332.6|MTOWER||||||1||||03/24/2025||||||
RA|APP|A1308340||4831477|AM||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Evelyn||Radowicz||Program Management Director|Y|3944 Route 9G|Red Hook|NY|36027|12572|30.5|64.6|32.0|96.6|MTOWER||||||1||||03/25/2025||||||
RA|APP|A1309591||4831484|AM||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Lucas||Conder||Authorized Representative|Y|24800 Cordillera|Calabasas|CA|06037|91302|10.7|458.0|10.7|468.7|POLE|03/04/2025|2025-AWP-98-OE||1|NONE|1||||03/25/2025||||||
RA|APP|A1277132||4831502|WD||I|W|03/25/2025|03/25/2025|03/25/2025|||03/25/2025|A||Henry||Byrne||FCC Contact|Y|539 ST RT 93|Oak Hill|OH|39079|45656|91.4|224.6|94.5|319.1|GTOWER|03/14/2024|2024-AGL-2114-OE|70/7460-1M|1|4, 8, 15|7||||03/25/2025||||||
RA|APP|A1309749||4831509|AM||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Tanya||Negron||Managing Member|Y|61405 Main Road|Southold|NY|36103|11971|50.0|1.0|50.0|51.0|MTOWER|12/12/2022|2022-AEA-14712-OE||1|NONE|1||||03/25/2025||||||
RA|APP|A1310668|1329668|4831518|NT|AM|I|G|03/25/2025|03/25/2025|03/25/2025|03/24/2025||03/25/2025|A||Richard||Hickey||Director of Regulatory Compliance|Y|640 Old Highway 104 TN-5468|Newbern|TN|47045|38059|88.4|96.6|89.9|186.5|LTOWER|09/05/2024|2024-ASO-16447-OE|70/7460-1M|1|4, 8, 15|7||||03/25/2025||||||
RA|APP|A1309313||4831529|AM||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Henry||Byrne||FCC Contact|Y|162 Church Rd|Russellville|KY|21141|42276|79.2|257.3|80.8|338.1|MTOWER||||||7||||03/25/2025||||||
RA|APP|A1306683|1330227|4831557|AM||I|G|03/25/2025|03/25/2025|03/25/2025|||03/25/2025|A||Michael|J|Umano||President|Y|off Main Street|Grafton|NH|33009|03240|91.4|265.4|97.5|362.9|LTOWER|07/17/2024|2024-ANE-1600-OE|70/7460-1M|1|4, 8, 15|7||||03/25/2025||||||
RA|APP|A1310695||4831564|NE||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Donna-Marie||Stipo||National Director|Y|Located west of AL-25, approximately 354 feet northwest of 12093 AL-25|Calera|AL|01117|35040|68.6|156.8|71.6|228.4|LTOWER||||||7||||03/25/2025||||||
RA|APP|A1284436|1330230|4831575|AM||I|G|03/25/2025|03/25/2025|03/25/2025|||03/25/2025|A||Kristin||Steiner||VP Asset Management|Y|1275 Camino Verdera|Loomis|CA|06061|95650|19.8|176.9|21.3|198.2|TREE|03/19/2025|2024-AWP-15659-OE||1|NONE|1||||03/25/2025||||||
RA|APP|A1307277|1330233|4831591|AM||I|G|03/25/2025|03/25/2025|03/25/2025|||03/25/2025|A||Kristin||Steiner||VP of Asset Management|Y|6081 Church Rd|Ferndale|WA|53073|98248|30.5|99.7|32.3|132.0|POLE|02/24/2025|2024-ANM-6720-OE||1|NONE|1||||03/25/2025||||||
RA|APP|A1310712||4831602|NE||I|P|03/25/2025|03/25/2025||||03/25/2025|C||Kristin||Steiner||VP of Asset Management|Y|11721 Road A SW|Royal City|WA|53025|99357|45.7|348.5|46.9|395.4|POLE||||||1||||03/25/2025||||||
RA|APP|A1310718||4831616|NE||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Erik||Brooks|PMP|Operations Manager|Y|TX0015267 - 7411 CR 2584|Royse City|TX|48231|751894697|59.4|164.3|60.7|225.0|MTOWER|03/19/2025|2025-ASW-2300-OE||1|NONE|1||||03/26/2025||||||
RA|APP|A1310723|1254995|4831624|MD|AU|I|G|03/26/2025|03/26/2025|03/26/2025|11/14/2003||03/26/2025|A||Edward|G|Roach||VP|Y|754 Totowa Road (NJ47189-A)|Totowa|NJ|34031|07512|38.4|86.6|40.2|126.8|MTOWER|03/13/2025|2025-AEA-1277-OE||1|NONE|1|||N|03/26/2025||||||
RA|APP|A1310728||4831634|NE||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Sean||Boylan||Director|Y|Osage rd|oskaloosa|KS|20087|66066|76.2|335.2|77.7|412.9|GTOWER||||||7||||03/26/2025||||||
RA|APP|A1310022||4831650|AM||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Sean||Boylan||Director|Y|NE 20th st|St, John|KS|20185|67576|121.9|577.2|123.4|700.6|GTOWER||||||7||||03/26/2025||||||
RA|APP|A1310743|1303690|4831658|CA|AU|I|G|03/26/2025|03/26/2025|03/26/2025|||03/26/2025|A||Charlie||Smith||Contracts Administrator|Y|5931-5939 Wurzhach Road|San Antonio|TX|48029|78238|23.1|270.9|23.7|294.6|UPOLE|03/30/2017|2016-ASW-11343-OE||1|NONE|1||||03/26/2025||||||
RA|APP|A1310756|1216101|4831668|MD|AU|I|G|03/26/2025|03/26/2025|03/26/2025|08/30/2000||03/26/2025|A||Edward|G|Roach||VP|Y|6275 Old Nichols Hwy (GA02923-B)|Millwood|GA|13299|31552|76.2|45.1|79.2|124.3|LTOWER|03/13/2025|2025-ASO-2941-OE|70/7460-1K|1|4, 8, 12|7|||N|03/26/2025||||||
RA|APP|A1310759|1304833|4831682|DI|AU|I|G|03/26/2025|03/26/2025|03/26/2025|07/11/2018|09/20/2024|03/26/2025|A||Charlie||Smith||Contracts Administrator|Y|N 12th Street|El Centro|CA|06025|92243|10.6|-12.4|11.8||UPOLE|08/19/2017|2017-AWP-7846-OE||1|NONE|1||||03/26/2025||||||
RA|APP|A1310767||4831688|NE||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Katrina||McCarron||Operations Coor.|Y|Near 920 Tri County Line Rd (PA-09178 Spring Creek Twp)|Corry|PA|42123|16407|82.3|565.7|85.3|651.0|GTOWER|01/16/2024|2023-AEA-16348-OE|70/7460-1M|1|4, 8, 15|7||||03/26/2025||||||
RA|APP|A1310773|1239917|4831700|MD|NT|I|G|03/26/2025|03/26/2025|03/26/2025|08/19/2004||03/26/2025|A||Edward|G|Roach||VP|Y|2195 Post Rd (GA13098-A)|Hortense|GA|13305|31543|106.1|11.3|106.7|118.0|GTOWER|03/13/2025|2025-ASO-2729-OE|70/7460-1K|1|4, 8, 12|7|||N|03/26/2025||||||
RA|APP|A1310188||4831716|AM||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Brian||Thomas||Manager Permitting and Utilities|Y|2800 SW BARTON ST|Seattle|WA|53033|98126|17.4|83.5|17.4|100.9|POLE|03/04/2025|2024-ANM-6999-OE||1|NONE|1||||03/26/2025||||||
RA|APP|A1310786||4831735|NE||I|P|03/26/2025|03/26/2025||||03/26/2025|C||Donna-Marie||Stipo||National Director|Y|located west of Co Rd 220, approximately 312 feet northwest of 1430 Co Rd 220|Weimar|TX|48089|78962|68.6|121.1|71.6|192.7|LTOWER||||||7||||03/26/2025||||||
RA|APP|A1310794|1052237|4831750|NT|MD|I|G|03/26/2025|03/26/2025|03/26/2025|01/01/1992||03/26/2025|A||Mehran||Nazari||Consultant|Y|0.5 MILE NORTH OF ROUTE 82, 15 MILES WEST|BENJAMIN|TX|48269|79248|97.8|535.8|102.7|638.5|GTOWER|03/04/2025|2025-ASW-1732-OE|70/7460-1H|1|4, 6, 13|5|||N|03/26/2025||||||
RA|APP|A1309795||4831784|AM||I|P|03/27/2025|03/27/2025||||03/27/2025|C||John||Schroeder||Sr Com Tech|Y|Latitude: 29-32-35.39N NAD 83 Longitude: 97-27-45.44W|Gonzales|TX|48177|78629|38.4|112.4|38.4|150.8|LTOWER|08/20/2024|2024-ASW-10224-OE||1|NONE|1||||03/27/2025||||||
RA|APP|A1310804||4831790|NE||I|P|03/27/2025|03/27/2025||||03/27/2025|C||Aron||Garcia||Sr. Director|Y|Near 14327 Hwy 36|Covington|GA|13217|30014|59.4|207.8|60.6|268.4|MTOWER||||||1||||03/27/2025||||||
RA|APP|A1310818||4831806|NE||I|N|03/27/2025|03/27/2025||||03/27/2025|A||Katrina||McCarron||Operations Coor.|Y|Near A.A. Bumgarner Rd (TX-09831 Justin)|Justin|TX|48121|76247|91.4|246.3|92.7|339.0|LTOWER||||||7||||03/27/2025||||||
RA|APP|A1310820||4831813|NE||I|P|03/27/2025|03/27/2025||||03/27/2025|C||PATRICK|A|LEDNICKY||ENGINEERING ASSISTANT|Y|SH 7|JEWETT|TX|48289|75846|76.2|167.9|79.9|247.8|LTOWER||||||7||||03/27/2025||||||
RA|APP|A1310829|1321763|4831830|OC|NT|I|G|03/26/2025|03/27/2025|03/27/2025|09/28/2022||03/27/2025|A||Matthew||Bonfante||Regulatory Compliance Specialist|Y|along County Road G|Nekoosa|WI|55141|54457|91.4|296.2|92.7|388.9|GTOWER|12/30/2021|2021-AGL-34794-OE|70/7460-1M|1|4, 8, 15|7||||03/27/2025|Broeren|Alicia|||Paralegal|03/26/2025
RA|APP|A1310838|1326292|4831842|NT|AM|I|G|03/27/2025|03/27/2025|03/27/2025|03/26/2025||03/27/2025|A||Henry||Byrne||FCC Contact|Y|near 2002 Leslie Dr|Zanesville|OH|39119|43701|59.4|263.3|60.7|324.0|MTOWER|07/26/2023|2023-AGL-10337-OE||1|NONE|1||||03/27/2025||||||
RA|APP|A1310906||4831858|NE||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Charles|M|Tolson||Project Manager|Y|20281 Rustic Lane|Abington|VA|51191|24210|59.4|629.6|59.4|689.0|LTOWER|02/27/2025|2024-AEA-13971-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310855||4831862|NE||I|P|03/27/2025|03/27/2025||||03/27/2025|C||Cornelius||Whitehead||Project Manager|Y|2681 N PONY EXPRESS Pkwy|Eagle Mountain City|UT|49049|84005|36.5|1479.0|37.7|1516.7|MTOWER||||||1||||03/27/2025||||||
RA|APP|A1310858|1324945|4831871|MD|NT|I|G|03/27/2025|03/27/2025|03/27/2025|03/25/2025||03/27/2025|A||Donna-Marie||Stipo||National Director|Y|411 W Little St.|Hamilton County|TX|48193|76531|86.9|375.2|89.6|464.8|LTOWER|03/26/2025|2025-ASW-3770-OE|70/7460-1M|1|4, 8, 15|7||||03/27/2025||||||
RA|APP|A1310865|1258446|4831879|MD|AU|I|G|03/27/2025|03/27/2025|03/27/2025|06/22/2007||03/27/2025|A||Louis||Gleason||FAA-FCC Compliance|Y|202 Kothman Rd. (Bear's Trail #243790)|Junction|TX|48267|76849|97.6|673.0|99.1|772.1|GTOWER|08/25/2023|2023-ASW-12121-OE|70/7460-1K|1|4, 8, 12|7|||N|03/27/2025||||||
RA|APP|A1310871||4831889|NE||I|P|03/27/2025|03/27/2025||||03/27/2025|C||Donna-Marie||Stipo||National Director|Y|0.52 miles north west of 2141 State Rd S-42-396|Enoree|SC|45083|29335|54.9|185.7|57.9|243.6|LTOWER||||||1||||03/27/2025||||||
RA|APP|A1310878|1269292|4831904|MD|NT|I|G|03/28/2025|03/28/2025|03/28/2025|11/10/2009||03/28/2025|A||Edward|G|Roach||VP|Y|7804 Zebulon Road  (GA11605-B)|Macon|GA|13021|31220|59.7|151.8|61.0|212.8|MTOWER|03/13/2025|2025-ASO-1988-OE||1|NONE|1|||N|03/28/2025||||||
RA|APP|A1310883|1263293|4831910|NT|MD|I|G|03/28/2025|03/28/2025|03/28/2025|06/02/2008||03/28/2025|A||Edward|G|Roach||VP|Y|2301 Roberta Hwy (GA10610-B)|Reynolds|GA|13269|31076|115.8|152.4|117.0|269.4|GTOWER|03/13/2025|2025-ASO-1986-OE|70/7460-1L|1|4, 8, 12|7|||N|03/28/2025||||||
RA|APP|A1310907|1328365|4831934|NT|AM|I|G|03/28/2025|03/28/2025|03/28/2025|03/27/2025||03/28/2025|A||Michael|L|Johnson||CEO|Y|365' SW of the Intersection of KY 7 & CR 1334|Pomp|KY|21175|41472|54.9|337.7|57.9|395.6|LTOWER|10/03/2023|2023-ASO-10430-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310912|1035197|4831943|MD|NT|I|G|03/28/2025|03/28/2025|03/28/2025|02/12/1998||03/28/2025|A||Edward|G|Roach||VP|Y|1364 Pine Street (LA20486-A)|TURKEY CREEK|LA|22039|70585|91.4|39.0|96.0|135.0|GTOWER|03/05/2025|2025-ASW-2575-OE|70/7460-1J|1|4, 8, 13|7|||N|03/28/2025||||||
RA|APP|A1308924||4831950|AM||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Leslie||Lindeman||Palm-Tech Consulting, LLC|Y|3315 Wayne Street|Stevens Point|WI|55097|54481|48.8|332.3|51.8|384.1|MTOWER|02/12/2025|2024-AGL-16656-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310924|1035809|4831958|NT|MD|I|G|03/28/2025|03/28/2025|03/28/2025|08/14/1997||03/28/2025|A||Edward|G|Roach||VP|Y|162 Phillips Road (GA00044-B)|CORDELE|GA|13081|31015|85.3|135.0|97.5|232.5|LTOWER|03/05/2025|2024-ASO-23032-OE|70/7460-1J|1|4, 5, 6, 8, 13|7|||N|03/28/2025||||||
RA|APP|A1310939|1327775|4831976|MD|NT|I|G|03/28/2025|03/28/2025|03/28/2025|03/27/2025||03/28/2025|A||Chad||Rumsey||Program Management Director|Y|3825 Joe Miller Rd|Malaga|WA|53007|98828|30.8|310.0|31.1|341.1|MTOWER|03/17/2024|2024-ANM-948-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310942|1247909|4831981|DI|OC|I|G|03/28/2025|03/28/2025|03/28/2025|05/26/2005|03/25/2025|03/28/2025|A||Edward|G|Roach||VP|Y|14738 Page Ave|Harvey|IL|17031|60426|24.4|185.9|24.4|210.3||03/18/2005|2005-AGL-653-OE||1|NONE|1||N|N|03/28/2025||||||
RA|APP|A1309377||4831982|AM||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Lucas||Conder||Authorized Representative|Y|126 Airport Rd|West Milford|NJ|34031|07480|15.5|240.0|16.8|256.8|POLE||||||1||||03/28/2025||||||
RA|APP|A1308861||4831983|AM||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Leslie||Lindeman||Palm-Tech Consulting, LLC|Y|TBD|Sulphur|LA|22019|70665|77.7|4.3|79.2|83.5|LTOWER|11/04/2024|2024-ASW-14488-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1310943|1009573|4831984|NT|MD|I|G|03/28/2025|03/28/2025|03/28/2025|01/29/1997||03/28/2025|A||Steve||Espolt||Sr RF Engineer|Y|1222 S 5TH ST|ALVA|OK|40151|73717|36.6|433.1|41.8|474.9|MTOWER|02/14/2025|2024-ASW-16872-OE||1|NONE|1|||N|03/28/2025||||||
RA|APP|A1310944||4831986|NE||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Lucas||Conder||Authorized Representative|Y|15392 Lake Ave|Grand Haven|MI|26139|49417|12.2|181.1|13.2|194.3|UPOLE||||||9||||03/28/2025||||||
RA|APP|A1310945||4831988|NE||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Lucas||Conder||Authorized Representative|Y|3110 Aviation Blvd|Vero Beach|FL|12061|32960|11.5|6.2|13.4|19.6|POLE||||||9||||03/28/2025||||||
RA|APP|A1310947|1329377|4831991|NT|AM|I|G|03/28/2025|03/28/2025|03/28/2025|03/01/2025||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|W8962 State Road 86|Tomahawk|WI|55069|54486|85.3|450.7|86.9|537.6|LTOWER|11/02/2023|2023-AGL-18210-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1310948|1330040|4831996|AU|AM|I|G|03/28/2025|03/28/2025|03/28/2025|||03/28/2025|A||Richard||Hickey||Director - Regulatory Compliance|Y|148 S Lacey School Road AR-5243|Monticello|AR|05043|71655|77.7|65.1|80.8|145.9|LTOWER|10/08/2024|2024-ASW-12960-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1310501||4831999|AM||I|P|03/28/2025|03/28/2025||||03/28/2025|C||Anna|C|Claspy||Architectural Historian, EBI Consulting|Y|4946 S Ranch Road 783|Harper|TX|48171|78631|58.0|635.9|59.5|695.4|LTOWER||||||7||||03/28/2025||||||
RA|APP|A1310949|1053848|4832000|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|12/15/2004||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|12 MI NW|WINK|TX|48495|79745|82.2|881.7|83.8|965.5|GTOWER|07/03/2018|2018-ASW-8011-OE|70/7460-1K|1|4, 6, 12|5|||N|03/28/2025||||||
RA|APP|A1310950|1293185|4832001|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|07/17/2017||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|11730 McClure Mills Ln.|Shirleysburg|PA|42061|17260|76.2|247.8|78.9|326.7|LTOWER|04/18/2017|2017-AEA-3071-OE|70/7460-1L|1|4, 8, 12|7||||03/28/2025||||||
RA|APP|A1310951|1297004|4832002|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|10/08/2015||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|0.17 NM East of PA Route 331|Claysville|PA|42125|15312|78.6|362.7|78.6|441.3|LTOWER|03/12/2015|2015-AEA-1113-OE|70/7460-1K|1|4, 8, 12|7||||03/28/2025||||||
RA|APP|A1310952|1308149|4832003|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|01/31/2018||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|7342 Newport Road SE|Uhrichsville|OH|39157|44683|77.4|266.1|77.4|343.5|LTOWER|10/07/2016|2016-AGL-13779-OE|70/7460-1L|1|4, 8, 12|7||||03/28/2025||||||
RA|APP|A1310962|1311324|4832013|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|09/16/2019||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|0.13NM southwest of the intersection of Cabin Ridge Rd and Sandtown Rd|Felton|DE|10001|19943|57.9|17.7|57.9|75.6|MTOWER|04/15/2019|2019-AEA-3787-OE||1|NONE|3|Voluntary - FAA Style E|||03/28/2025||||||
RA|APP|A1310969|1314445|4832020|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|06/26/2020||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|29 Faculty Drive|Cullowhee|NC|37099|28723|44.2|685.2|45.4|730.6|MTOWER|01/28/2020|2019-ASO-36289-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310976|1317278|4832027|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|12470 Leonard Lane|Irwin|PA|42129|15642|59.4|280.4|60.7|341.1|MTOWER|08/18/2020|2020-AEA-7942-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1310998|1318833|4832049|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|02/24/2021||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|0.02 NM east of the intersection of 105th Street and 440th Street|Nebo|IL|17149|62355|57.9|218.8|60.7|279.5|MTOWER|08/17/2023|2023-AGL-14267-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1311005|1320652|4832056|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|06/20/2022||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|13522 Mud Lake Road|New Auburn|WI|55107|54757|73.2|333.1|73.2|406.3|LTOWER|07/14/2021|2021-AGL-18572-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1311013|1322797|4832064|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|1800 W State St.|Geneva|IL|17089|60134|30.5|232.6|30.5|263.1|MTOWER|04/25/2022|2022-AGL-1140-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1311020|1324152|4832071|AU|AU|I|G|03/28/2025|03/28/2025|03/28/2025|||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|Harrison Road|Ogema|WI|55099|54459|85.6|471.3|86.9|558.2|GTOWER|02/01/2023|2022-AGL-22082-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1311027|1328127|4832078|AU|NT|I|G|03/28/2025|03/28/2025|03/28/2025|05/15/2024||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|2356 N. Eagle Creek Rd.|Polo|IL|17141|61064|77.7|240.5|79.2|319.7|LTOWER|03/24/2023|2022-AGL-22476-OE|70/7460-1M|1|4, 8, 15|7||||03/28/2025||||||
RA|APP|A1311034|1328149|4832085|AU|NT|I|G|03/28/2025|03/28/2025|03/28/2025|06/10/2024||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|16661B Ivy Road|Mt Carroll|IL|17015|61053|59.1|246.3|60.7|307.0|MTOWER|03/24/2023|2022-AGL-22473-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1311042|1328159|4832093|AU|NT|I|G|03/28/2025|03/28/2025|03/28/2025|03/15/2024||03/28/2025|A||Liz||Rutkowski||Director, Site Development|Y|1996 CO RD 4 SE|Alexandria|MN|27041|56308|76.2|428.0|77.4|505.4|LTOWER|06/09/2023|2023-AGL-7119-OE||4|A1, H, 3, 11, 21, 23|7||||03/28/2025||||||
RA|APP|A1311049|1325924|4832100|MD|NT|I|G|03/28/2025|03/28/2025|03/28/2025|03/13/2025||03/28/2025|A||Anthony||Handley||Director of Engineering|Y|Off St. Hedwig Road|Saint Hedwig|TX|48029|78152|54.9|177.7|60.7|238.4|MTOWER|03/26/2025|2025-ASW-3280-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1311054|1330250|4832107|NT|AM|I|G|03/28/2025|03/28/2025|03/28/2025|12/10/2024||03/28/2025|A||Katrina||McCarron||Operations Coor.|Y|1915 284th St E (WA-03031 Rocky Ridge - Post stk)|Roy|WA|53053|98580|42.7|139.6|44.2|183.8|MTOWER|01/23/2025|2022-ANM-139-OE||1|NONE|1||||03/28/2025||||||
RA|APP|A1309778||4832129|AM||I|P|03/29/2025|03/29/2025||||03/29/2025|C||Delana||Gilmore||Senior Project Manager|Y|307 Happy Hill Road|Waynesville|NC|37087|28786|54.9|847.6|56.4|904.0|MTOWER||||||7||||03/29/2025||||||
RA|APP|A1302201|1330247|4829400|AM||I|G|03/27/2025|03/27/2025|03/28/2025|||03/28/2025|A||Kris||Christenson||Navigations Systems Radio Engineer|Y|Pipestone Municipal Airport|Pipestone|MN|27117|56164|9.1|526.6|12.1|538.7|LTOWER|03/04/2025|2025-AGL-18-NR||4|1, 2|9| |||03/27/2025||||||
